artistId,artworkId,accession_number,artistRole
300,7692,A00662,artist
300,7693,A00663,artist
300,7694,A00664,artist
300,7695,A00665,artist
300,7696,A00666,artist
300,7697,A00667,artist
300,7698,A00668,artist
300,7699,A00669,artist
300,7700,A00670,artist
300,7701,A00671,artist
300,7702,A00672,artist
300,7703,A00673,artist
300,7704,A00674,artist
300,7705,A00675,artist
300,7706,A00676,artist
300,7707,A00677,artist
300,7708,A00678,artist
300,7709,A00679,artist
300,7710,A00680,artist
300,7711,A00681,artist
300,7712,A00682,artist
300,7713,A00683,artist
300,7714,A00684,artist
300,7715,A00685,artist
300,7716,A00686,artist
300,7717,A00687,artist
300,7718,A00688,artist
300,7719,A00689,artist
300,7720,A00690,artist
300,7721,A00691,artist
300,7722,A00692,artist
300,7723,A00693,artist
300,7724,A00694,artist
300,7725,A00695,artist
300,7726,A00696,artist
300,7727,A00697,artist
300,7728,A00698,artist
300,7729,A00699,artist
300,7730,A00700,artist
300,7731,A00701,artist
323,8341,A00702,artist
323,8342,A00703,artist
341,8529,A00704,artist
341,8530,A00705,artist
341,8531,A00706,artist
341,8532,A00707,artist
341,8533,A00708,artist
341,8534,A00709,artist
341,8535,A00710,artist
341,8536,A00711,artist
341,8537,A00712,artist
341,8538,A00713,artist
341,8539,A00714,artist
341,8540,A00715,artist
341,8541,A00716,artist
341,8542,A00717,artist
341,8543,A00718,artist
341,8544,A00719,artist
341,8545,A00720,artist
341,8546,A00721,artist
341,8547,A00722,artist
341,8548,A00723,artist
341,8549,A00724,artist
341,8550,A00725,artist
341,8551,A00726,artist
341,8552,A00727,artist
341,8553,A00728,artist
341,8554,A00729,artist
342,8567,A00730,artist
342,8568,A00731,artist
342,8569,A00732,artist
342,8570,A00733,artist
342,8571,A00734,artist
342,8572,A00735,artist
342,8573,A00736,artist
342,8574,A00737,artist
342,8575,A00738,artist
346,8607,A00739,artist
346,8608,A00740,artist
346,8609,A00741,artist
351,8856,A00742,artist
351,16535,A00743,artist
351,16536,A00744,artist
351,16537,A00745,artist
351,16538,A00746,artist
351,16539,A00747,artist
351,16540,A00748,artist
351,16541,A00749,artist
351,16542,A00750,artist
351,16543,A00751,artist
351,16544,A00752,artist
351,16545,A00753,artist
351,16546,A00754,artist
351,16547,A00755,artist
351,16548,A00756,artist
351,16549,A00757,artist
351,16550,A00758,artist
351,16551,A00759,artist
351,16552,A00760,artist
351,16553,A00761,artist
351,16554,A00762,artist
351,16555,A00763,artist
351,16556,A00764,artist
351,16557,A00765,artist
351,16558,A00766,artist
351,16559,A00767,artist
351,16560,A00768,artist
351,16561,A00769,artist
351,16562,A00770,artist
351,16563,A00771,artist
351,16564,A00772,artist
351,16565,A00773,artist
351,16566,A00774,artist
351,16567,A00775,artist
351,16568,A00776,artist
351,16569,A00777,artist
351,16570,A00778,artist
351,16571,A00779,artist
351,16572,A00780,artist
351,16573,A00781,artist
351,16574,A00782,artist
351,16575,A00783,artist
351,16576,A00784,artist
351,16577,A00785,artist
351,16578,A00786,artist
351,16579,A00787,artist
351,16580,A00788,artist
351,16581,A00789,artist
351,16582,A00790,artist
351,16583,A00791,artist
379,9484,A00792,artist
379,9485,A00793,artist
379,9486,A00794,artist
379,9487,A00795,artist
379,9488,A00796,artist
379,9489,A00797,artist
379,9490,A00798,artist
379,9491,A00799,artist
379,9492,A00800,artist
379,9493,A00801,artist
379,9494,A00802,artist
379,9495,A00803,artist
379,9496,A00804,artist
379,9497,A00805,artist
379,9498,A00806,artist
379,9499,A00807,artist
379,20509,A00808,artist
379,9500,A00809,artist
379,9501,A00810,artist
379,9502,A00811,artist
379,9503,A00812,artist
379,12385,A00813,artist
379,12689,A00814,artist
388,10318,A00815,artist
388,10319,A00816,artist
388,10320,A00817,artist
388,10321,A00818,artist
388,10327,A00819,attributed to
388,10328,A00820,attributed to
391,10387,A00821,artist
391,10388,A00822,artist
391,10389,A00823,artist
391,10390,A00824,artist
433,12208,A00825,artist
433,12209,A00826,artist
433,12210,A00827,artist
433,12211,A00828,artist
433,12212,A00829,artist
433,12213,A00830,artist
433,12214,A00831,artist
433,12215,A00832,artist
433,12216,A00833,artist
433,12217,A00834,artist
433,12218,A00835,artist
433,12219,A00836,artist
444,12386,A00837,artist
447,12554,A00838,attributed to
458,12749,A00839,artist
458,12750,A00840,artist
458,12751,A00841,artist
461,12763,A00842,artist
461,12764,A00843,artist
461,12765,A00844,artist
461,12766,A00845,artist
461,12767,A00846,artist
473,13095,A00847,artist
473,13096,A00848,artist
473,13097,A00849,artist
475,13107,A00850,artist
475,13108,A00851,artist
503,13480,A00852,artist
503,13481,A00853,artist
503,13482,A00854,artist
503,13483,A00855,artist
503,13484,A00856,artist
503,13485,A00857,artist
503,13486,A00858,artist
503,13487,A00859,artist
503,13488,A00860,artist
503,13489,A00861,artist
503,13490,A00862,artist
503,13491,A00863,artist
509,13616,A00864,artist
509,13617,A00865,artist
525,13840,A00866,artist
531,13913,A00867,artist
531,13914,A00868,artist
531,13915,A00869,artist
531,13916,A00870,artist
531,13917,A00871,artist
531,13918,A00872,artist
531,13919,A00873,artist
531,13920,A00874,artist
531,13921,A00875,artist
531,13922,A00876,artist
531,13923,A00877,artist
531,13924,A00878,artist
554,14386,A00879,artist
554,14387,A00880,artist
554,14388,A00881,artist
554,14389,A00882,artist
554,14390,A00883,artist
554,14391,A00884,artist
554,14392,A00885,artist
554,14393,A00886,artist
554,14394,A00887,artist
554,14395,A00888,artist
554,14396,A00889,artist
554,14397,A00890,artist
554,14398,A00891,artist
554,14399,A00892,artist
554,14400,A00893,artist
554,14401,A00894,artist
554,14402,A00895,artist
554,14403,A00896,artist
554,14404,A00897,artist
554,14405,A00898,artist
554,14406,A00899,artist
554,14407,A00900,artist
554,14408,A00901,artist
554,14409,A00902,artist
554,14410,A00903,artist
554,14411,A00904,artist
554,14412,A00905,artist
554,14413,A00906,artist
554,14414,A00907,artist
554,14415,A00908,artist
558,14609,A00909,artist
558,14610,A00910,artist
558,14611,A00911,artist
558,14612,A00912,artist
558,14613,A00913,artist
558,14614,A00914,artist
558,14615,A00915,artist
558,14616,A00916,artist
558,14617,A00917,artist
558,14618,A00918,artist
558,14619,A00919,artist
558,14620,A00920,artist
558,14621,A00921,artist
558,14622,A00922,artist
558,14623,A00923,artist
558,14624,A00924,artist
558,14625,A00925,artist
558,14626,A00926,artist
558,14627,A00927,artist
558,14628,A00928,artist
558,14629,A00929,artist
558,14630,A00930,artist
558,14631,A00931,artist
558,14632,A00932,artist
558,14633,A00933,artist
558,14634,A00934,artist
558,14635,A00935,artist
558,14636,A00936,artist
558,14637,A00937,artist
558,14638,A00938,artist
558,14639,A00939,artist
558,14640,A00940,artist
558,14641,A00941,artist
558,14642,A00942,artist
558,14643,A00943,artist
558,14644,A00944,artist
558,14645,A00945,artist
558,14646,A00946,artist
558,14647,A00947,artist
558,14648,A00948,artist
558,14649,A00949,artist
558,14650,A00950,artist
558,14651,A00951,artist
558,14652,A00952,artist
558,14653,A00953,artist
558,14654,A00954,artist
558,14655,A00955,artist
558,14656,A00956,artist
558,14657,A00957,artist
558,14658,A00958,artist
558,14659,A00959,artist
558,14660,A00960,artist
558,14661,A00961,artist
558,14662,A00962,artist
558,14663,A00963,artist
558,14664,A00964,artist
558,14665,A00965,artist
558,14666,A00966,artist
558,14667,A00967,artist
558,14668,A00968,artist
558,14669,A00969,artist
558,14670,A00970,artist
558,14671,A00971,artist
558,14672,A00972,artist
558,14673,A00973,artist
558,14674,A00974,artist
558,14675,A00975,artist
558,14676,A00976,artist
558,14677,A00977,artist
558,14678,A00978,artist
558,14679,A00979,artist
558,14680,A00980,artist
558,14681,A00981,artist
558,14682,A00982,artist
558,14683,A00983,artist
558,14684,A00984,artist
558,14685,A00985,artist
558,14686,A00986,artist
558,14687,A00987,artist
558,14688,A00988,artist
558,14689,A00989,artist
558,14690,A00990,artist
558,14691,A00991,artist
558,14692,A00992,artist
558,14693,A00993,artist
558,14694,A00994,artist
558,14695,A00995,artist
558,14696,A00996,artist
558,14697,A00997,artist
558,14698,A00998,artist
558,14699,A00999,artist
558,14700,A01000,artist
558,14701,A01001,artist
558,14702,A01002,artist
558,14703,A01003,artist
558,14704,A01004,artist
558,14705,A01005,artist
558,14706,A01006,artist
558,14707,A01007,artist
558,14708,A01008,artist
558,14709,A01009,artist
558,14710,A01010,artist
558,14711,A01011,artist
558,14712,A01012,artist
558,14713,A01013,artist
558,14714,A01014,artist
558,14715,A01015,artist
589,16041,A01016,artist
589,16042,A01017,artist
589,16043,A01018,artist
589,16044,A01019,artist
600,16166,A01020,artist
600,16171,A01021,artist
600,16167,A01022,artist
600,16168,A01023,artist
600,16169,A01024,artist
600,16170,A01025,artist
608,16393,A01026,artist
608,16394,A01027,artist
608,16395,A01028,artist
659,550,A01029,artist
659,551,A01030,artist
659,552,A01031,artist
659,553,A01032,artist
659,554,A01033,artist
676,622,A01034,artist
676,623,A01035,artist
676,624,A01036,artist
676,625,A01037,artist
722,850,A01038,artist
722,851,A01039,artist
722,852,A01040,artist
722,853,A01041,artist
722,854,A01042,artist
722,855,A01043,artist
722,856,A01044,artist
722,857,A01045,artist
722,858,A01046,artist
722,859,A01047,artist
722,860,A01048,artist
722,861,A01049,artist
722,862,A01050,artist
722,863,A01051,artist
722,864,A01052,artist
722,865,A01053,artist
722,866,A01054,artist
722,867,A01055,artist
722,868,A01056,artist
722,869,A01057,artist
722,870,A01058,artist
722,871,A01059,artist
722,872,A01060,artist
844,1870,A01061,artist
844,1871,A01062,artist
844,1872,A01063,artist
914,2249,A01064,artist
914,2250,A01065,artist
914,2251,A01066,artist
914,2252,A01067,artist
914,2253,A01068,artist
914,2254,A01069,artist
914,2255,A01070,artist
914,2256,A01071,artist
914,2257,A01072,artist
914,2258,A01073,artist
1211,5627,A01074,artist
1211,5628,A01075,artist
1211,5629,A01076,artist
1211,5630,A01077,artist
1211,5631,A01078,artist
1211,5632,A01079,artist
1211,5633,A01080,artist
1211,5634,A01081,artist
1350,7073,A01082,artist
1350,7074,A01083,artist
1350,7075,A01084,artist
1350,7076,A01085,artist
1350,7077,A01086,artist
1350,7078,A01087,artist
1350,7079,A01088,artist
1794,12180,A01089,artist
1794,12181,A01090,artist
1794,12182,A01091,artist
1794,12183,A01092,artist
1794,12184,A01093,artist
1794,12185,A01094,artist
1794,12186,A01095,artist
1794,12187,A01096,artist
1794,12188,A01097,artist
1794,12189,A01098,artist
1794,12190,A01099,artist
1794,12191,A01100,artist
1794,12192,A01101,artist
1794,12193,A01102,artist
1794,12194,A01103,artist
1794,12195,A01104,artist
1794,12196,A01105,artist
1794,12197,A01106,artist
1794,12198,A01107,artist
1794,12199,A01108,artist
1794,12200,A01109,artist
1794,12201,A01110,artist
1203,5572,A01111,artist
558,5038,A01112,artist
558,5166,A01113,artist
558,5382,A01114,artist
558,5383,A01115,artist
558,5384,A01116,artist
558,5385,A01117,artist
558,6605,A01118,artist
558,6606,A01119,artist
558,6607,A01120,artist
558,6608,A01121,artist
558,6609,A01122,artist
558,6610,A01123,artist
558,6611,A01124,artist
558,6703,A01125,artist
558,7171,A01126,artist
558,8427,A01127,artist
558,8855,A01128,artist
558,9207,A01129,artist
558,9208,A01130,artist
558,9209,A01131,artist
558,9210,A01132,artist
558,9215,A01133,artist
558,9216,A01134,artist
558,9217,A01135,artist
558,9218,A01136,artist
558,9378,A01137,artist
558,9606,A01138,artist
558,9607,A01139,artist
558,9608,A01140,artist
558,9609,A01141,artist
558,9610,A01142,artist
558,9611,A01143,artist
558,9612,A01144,artist
558,10289,A01145,artist
558,11849,A01146,artist
558,12361,A01147,artist
558,12362,A01148,artist
558,12363,A01149,artist
558,12364,A01150,artist
558,12365,A01151,artist
558,12366,A01152,artist
558,12367,A01153,artist
558,12368,A01154,artist
558,12369,A01155,artist
558,12381,A01156,artist
558,12382,A01157,artist
558,12383,A01158,artist
558,12384,A01159,artist
68,1745,A01160,artist
68,1746,A01161,artist
68,1747,A01162,artist
68,1748,A01163,artist
